MAE,RMSE,R2,Pearson,Pearson_p,Spearman,Spearman_p,n_samples
1.0684007934695428,1.3766538380394788,0.16907923801755087,0.4401210773706911,5.51807760378492e-32,0.3665493755677927,5.647217084884252e-22,646
1.1968326489944927,1.7245726257556606,0.23575386439542234,0.6142491142697726,1.5158440598431226e-64,0.5591659442496232,1.8181553143322916e-51,610
1.1391049309684138,1.5641122747386047,0.16355995339842333,0.41962435756220373,2.2615490019880496e-27,0.4168427270683661,5.3572918666200414e-27,609
1.188443879301741,1.5650853820969575,0.15407547761095552,0.40449172895474667,2.2397757639163627e-25,0.3398486062428185,6.263410154708483e-18,609
1.0762079136311542,1.5237483682506756,0.10260347783903545,0.37010389802858423,3.313337689179246e-21,0.4077399067981418,8.518592354535538e-26,609
