model,split,MAE,RMSE,R2,Pearson,Pearson_p,Spearman,Spearman_p,n_samples
Tuned_RandomForest,test,1.5424316992115195,2.1962935632264524,0.05648740314312173,0.24755317272294813,2.7602968512388487e-06,0.1558833266907383,0.0034581915726322643,350
