Representation,Architecture,Train_MAE,Train_RMSE,Train_R2,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2,Test_Pearson,Test_Spearman,CV_MAE_Mean,CV_MAE_Std,CV_R2_Mean,CV_R2_Std
Experimental WT Protein GNN,3-Layer EdgeConv (58D -> 64D),1.1740456697388966,1.5584339669973857,0.21823951594160473,1.0677559290345369,1.450951588986111,0.1800044732108188,1.4519824984057674,2.1420953463229035,0.10247920388857878,0.33096836135384033,0.281327502815263,1.1337980332730688,0.06037614447108996,0.1650144022522775,0.047532865929776624
