Representation,Dimensions,Model,Train_MAE,Train_RMSE,Train_R2,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2,Test_Pearson,Test_Spearman,CV_MAE_Mean,CV_MAE_Std,CV_R2_Mean,CV_R2_Std
Experimental WT Contact Map,107,RandomForest,0.45252040857598724,0.6019943988185651,0.8833507898715346,1.1268662154727216,1.5052203002870068,0.11751817458239233,1.4638493456758073,2.1701188284390716,0.07884236669104316,0.3095363318573464,0.20477888550446305,1.1233663918777395,0.10799148970525045,0.2077649142455175,0.12923800482605394
